"custAge","profession","marital","schooling","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","pmonths","pastEmail","responded","profit","id"
46,"management","married","basic.9y","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,4471
36,"admin.","single","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"yes",151,4472
47,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","mon",5,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4473
54,"unemployed","married","high.school","unknown","no","no","telephone","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4474
NA,"blue-collar","married","professional.course","no","yes","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4475
29,"admin.","single","university.degree","no","yes","yes","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,4476
39,"services","single","high.school","no","no","no","cellular","nov","thu",4,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,4477
31,"technician","married",NA,"no","yes","no","cellular","nov","thu",2,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,4478
NA,"retired","married","high.school","no","yes","no","cellular","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,4479
NA,"admin.","single","high.school","no","yes","no","telephone","jun","tue",7,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4480
41,"blue-collar","married","professional.course","unknown","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4481
33,"services","married","high.school","unknown","no","no","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"yes",-66,4482
55,"management","married",NA,"no","no","yes","cellular","jul","wed",2,3,1,"success",-2.9,92.469,-33.6,1.085,5076.2,0.1,2,"yes",477,4483
NA,"self-employed","married","basic.4y","unknown","unknown","unknown","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,4484
45,"self-employed","married","basic.4y","unknown","no","no","telephone","jun","fri",1,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,4485
45,"admin.","married","basic.9y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4486
44,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,4487
33,"admin.","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"no",NA,4488
34,"admin.","single","high.school","no","yes","yes","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4489
NA,"services","married",NA,"no","yes","no","telephone","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4490
25,"blue-collar","single","basic.6y","no","yes","no","cellular","may","fri",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,4491
54,"blue-collar","divorced",NA,"unknown","yes","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4492
31,"blue-collar","divorced","basic.9y","unknown","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4493
NA,"admin.","married",NA,"no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4494
55,"admin.","divorced","university.degree","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4495
NA,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,999,0,"no",NA,4496
44,"admin.","single","university.degree","unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,4497
44,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","mon",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4498
42,"management","divorced","university.degree","no","no","no","telephone","may","thu",9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,4499
32,"admin.","single","university.degree","no","yes","no","cellular","apr","thu",2,999,0,"nonexistent",-1.8,93.749,-34.6,0.635,5008.7,999,0,"yes",190,4500
29,"admin.","single","basic.9y","no","yes","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,4501
49,"services","married","basic.4y","no","no","no","cellular","nov","thu",2,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,999,3,"no",NA,4502
39,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","tue",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4503
36,"management","married","university.degree","no","yes","no","telephone","may","thu",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,4504
36,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"yes",176,4505
NA,"technician","single","professional.course","no","no","no","telephone","may","wed",2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,999,0,"no",NA,4506
43,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","thu",1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"no",NA,4507
NA,"admin.","married",NA,"no","yes","yes","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4508
30,"technician","married","professional.course","unknown","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4509
NA,"blue-collar","married","basic.9y","no","no","no","telephone","jun","tue",1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,999,0,"no",NA,4510
40,"admin.","married",NA,"unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,4511
32,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4512
54,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"yes",102,4513
52,"services","divorced",NA,"unknown","yes","no","telephone","may","wed",4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4514
33,"blue-collar","single",NA,"no","yes","yes","telephone","may","thu",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"no",NA,4515
39,"blue-collar","married","basic.6y","unknown","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4516
NA,"management","married",NA,"no","no","no","cellular","may",NA,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,4517
54,"retired","divorced","university.degree","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,4518
66,"retired","married",NA,"no","yes","yes","cellular","apr","fri",4,999,0,"nonexistent",-1.8,93.075,-47.1,1.4,5099.1,999,0,"no",NA,4519
36,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,4520
33,"services","unknown","high.school","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4521
33,"management","married",NA,"no","no","no","cellular","may","thu",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"yes",204,4522
55,"admin.","single","university.degree","unknown","yes","no","cellular","nov","fri",9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,999,0,"no",NA,4523
34,"admin.","married","university.degree","no","yes","no","cellular","sep","mon",2,999,0,"nonexistent",-1.1,94.199,-37.5,0.882,4963.6,999,0,"no",NA,4524
28,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,999,0,"no",NA,4525
NA,"admin.","single","basic.9y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4526
32,"blue-collar","married","basic.9y","no","yes","yes","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.479,5099.1,999,0,"yes",304,4527
58,"services","married","high.school","no","yes","no","cellular","mar","mon",3,999,2,"failure",-1.8,93.369,-34.8,0.635,5008.7,999,2,"no",NA,4528
30,"admin.","single",NA,"no","yes","no","cellular","nov","thu",1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,999,4,"no",NA,4529
42,"technician","married","high.school","no","yes","no","cellular","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.406,5099.1,999,0,"yes",202,4530
37,"blue-collar","married",NA,"no","yes","yes","cellular","jul",NA,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4531
46,"blue-collar","married",NA,"unknown","yes","yes","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4532
35,"technician","single","professional.course","no","no","yes","cellular","aug","fri",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4533
30,"student","single","high.school","no","yes","no","cellular","oct","tue",1,17,2,"failure",-1.1,94.601,-49.5,1.037,4963.6,0.566666666666667,2,"no",NA,4534
57,"blue-collar","married",NA,"unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,4535
28,"services","married",NA,"no","yes","no","cellular","nov","wed",3,999,2,"failure",-1.1,94.767,-50.8,1.048,4963.6,999,4,"no",NA,4536
44,"blue-collar","divorced",NA,"no","no","no","telephone","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4537
44,"blue-collar","divorced","unknown","no","yes","yes","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"yes",326,4538
NA,"retired","married",NA,"unknown","no","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,4539
41,"self-employed","single","university.degree","no","yes","yes","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,999,0,"no",NA,4540
42,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4541
41,"blue-collar","married",NA,"no","no","no","telephone","may",NA,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4542
52,"blue-collar","married","basic.6y","no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,4543
NA,"services","single","basic.9y","no","no","no","telephone","may","fri",5,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"yes",151,4544
NA,"admin.","single",NA,"no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,999,2,"no",NA,4545
31,"blue-collar","married","basic.4y","no","no","no","telephone","jun","fri",6,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,4546
NA,"technician","married",NA,"no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,999,0,"yes",466,4547
NA,"retired","divorced","basic.9y","unknown","yes","no","telephone","jun","fri",4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,999,0,"no",NA,4548
NA,"technician","married",NA,"unknown","yes","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4549
43,"housemaid","married","basic.4y","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4550
NA,"technician","married","professional.course","unknown","no","no","cellular","apr","fri",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4551
30,"services","divorced",NA,"no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,999,0,"no",NA,4552
NA,"technician","married",NA,"unknown","yes","no","cellular","aug","tue",2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,999,0,"no",NA,4553
24,"blue-collar","single","unknown","no","no","no","cellular","jul","tue",17,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4554
24,"technician","married","high.school","unknown","no","no","cellular","jul","wed",4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4555
26,"blue-collar","married",NA,"no","no","no","cellular","jul","wed",2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4556
NA,"technician","divorced",NA,"unknown","yes","no","cellular","may","fri",1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,999,2,"no",NA,4557
37,"technician","married","basic.9y","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,999,0,"no",NA,4558
38,"admin.","divorced","university.degree","no","yes","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4559
30,"admin.","married","university.degree","no","no","yes","telephone","jun","wed",1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,999,0,"no",NA,4560
48,"blue-collar","married","basic.9y","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4561
37,"entrepreneur","married","university.degree","no","no","no","cellular","nov","wed",4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4562
53,"admin.","divorced","university.degree","no","yes","yes","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,999,0,"no",NA,4563
51,"technician","married","professional.course","unknown","no","yes","cellular","aug",NA,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,999,0,"no",NA,4564
57,"technician","married","professional.course","unknown","no","yes","cellular","jul","thu",2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4565
33,"services","divorced","high.school","no","yes","yes","telephone","may",NA,3,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,999,0,"no",NA,4566
56,"technician","married",NA,"unknown","no","no","telephone","jun","thu",2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,999,0,"no",NA,4567
27,"entrepreneur","married","university.degree","no","no","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,999,2,"no",NA,4568
NA,"services","married",NA,"unknown","no","no","cellular","apr","mon",2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,4,"no",NA,4569
39,"blue-collar","married","basic.6y","no","no","no","cellular","may","wed",2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,999,2,"no",NA,4570
33,"services","married","professional.course","no","yes","no","cellular","aug","thu",5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,4571
31,"housemaid","married","university.degree","no","yes","yes","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4572
NA,"blue-collar","single","high.school","no","yes","yes","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"yes",237,4573
57,"admin.","married","basic.6y","unknown","yes","no","telephone","may","tue",3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4574
28,"admin.","single","university.degree","no","yes","no","cellular","oct","mon",4,17,3,"failure",-1.1,94.601,-49.5,1.032,4963.6,0.566666666666667,3,"no",NA,4575
42,"services","married","high.school","unknown","yes","yes","cellular","apr","thu",1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,999,4,"no",NA,4576
29,"blue-collar","single","basic.9y","no","no","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,4577
NA,"self-employed","single",NA,"no","no","no","telephone","may","thu",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4578
NA,"blue-collar","married","high.school","no","no","no","cellular","apr","mon",2,999,2,"failure",-1.8,93.075,-47.1,1.405,5099.1,999,8,"no",NA,4579
31,"services","married",NA,"unknown","no","yes","cellular","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4580
NA,"housemaid","married","basic.9y","unknown","no","no","cellular","jul","mon",16,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4581
34,"unemployed","married","high.school","no","yes","yes","cellular","jul","wed",5,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4582
27,"admin.","single","high.school","no","no","no","cellular","jul","tue",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4583
53,"blue-collar","single",NA,"no","no","no","cellular","nov","wed",2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4584
33,"student","single","unknown","no","no","no","cellular","nov","mon",2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,4585
39,"management","single","university.degree","no","no","no","telephone","may","fri",1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4586
30,"technician","single","professional.course","no","yes","no","cellular","jul",NA,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4587
28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,999,0,"yes",4,4588
37,"entrepreneur","married","basic.9y","unknown","no","no","telephone","nov","mon",1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,999,0,"no",NA,4589
72,"retired","married",NA,"no","yes","no","cellular","jul","mon",1,999,0,"nonexistent",-1.7,94.215,-40.3,0.87,4991.6,999,0,"yes",192,4590
NA,"technician","single","professional.course","no","yes","yes","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4591
NA,"student","single","basic.9y","no","no","no","cellular","apr","thu",3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,999,0,"no",NA,4592
41,"technician","married",NA,"no","yes","no","cellular","aug","mon",2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,4593
46,"housemaid","married",NA,"no","yes","no","cellular","aug","fri",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.881,5076.2,999,0,"no",NA,4594
35,"services","single",NA,"no","yes","no","telephone","may","tue",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"yes",135,4595
43,"blue-collar","married",NA,"no","yes","no","cellular","may",NA,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,999,0,"no",NA,4596
NA,"technician","married","professional.course","no","yes","no","cellular","jun","tue",4,3,1,"success",-2.9,92.963,-40.8,1.286,5076.2,0.1,1,"yes",154,4597
NA,"services","married",NA,"no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,999,0,"no",NA,4598
25,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",-2.9,92.201,-31.4,0.861,5076.2,999,0,"yes",188,4599
NA,"retired","divorced","basic.4y","no","yes","no","telephone","jun","mon",3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,999,0,"no",NA,4600
42,"admin.","single","basic.9y","unknown","yes","no","cellular","jul","mon",3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4601
NA,"management","married","basic.9y","no","no","no","cellular","mar","wed",1,999,0,"nonexistent",-1.8,92.843,-50,1.548,5099.1,999,0,"yes",215,4602
37,"blue-collar","married","basic.4y","no","no","no","telephone","may","thu",2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4603
46,"admin.","married",NA,"no","no","no","telephone","apr","thu",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,999,0,"no",NA,4604
NA,"blue-collar","married","basic.9y","no","no","no","cellular","jul","tue",4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4605
39,"blue-collar","married",NA,"unknown","no","yes","cellular","may","wed",3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,999,2,"no",NA,4606
31,"services","divorced",NA,"no","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4607
54,"management","married","university.degree","no","yes","no","cellular","apr","tue",1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4608
30,"student","single",NA,"unknown","no","no","telephone","may",NA,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,4609
37,"admin.","single",NA,"no","yes","no","cellular","aug","fri",7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4610
NA,"technician","single","professional.course","no","yes","no","cellular","aug","thu",2,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4611
27,"unknown","single","high.school","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,999,0,"no",NA,4612
48,"technician","married",NA,"no","no","yes","cellular","jul","thu",3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"yes",414,4613
35,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,999,0,"no",NA,4614
48,"retired","married",NA,"no","yes","no","telephone","may","wed",1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,999,0,"no",NA,4615
NA,"blue-collar","married","basic.6y","unknown","no","no","telephone","may","mon",2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,999,0,"no",NA,4616
NA,"blue-collar","single",NA,"no","no","yes","cellular","may","wed",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,4617
33,"technician","single","professional.course","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,999,0,"no",NA,4618
43,"technician","single",NA,"no","no","no","telephone","oct","fri",1,999,0,"nonexistent",-0.1,93.798,-40.4,5.045,5195.8,999,0,"no",NA,4619
34,"technician","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4620
56,"retired","married",NA,"unknown","no","no","cellular","aug","wed",4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4621
NA,"admin.","married","university.degree","no","yes","no","telephone","jun","mon",1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,999,0,"no",NA,4622
32,"entrepreneur","divorced","university.degree","no","no","no","cellular","jul","fri",4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4623
NA,"admin.","single","basic.6y","no","no","no","cellular","apr","mon",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,999,0,"no",NA,4624
43,"housemaid","married","basic.4y","no","no","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4625
45,"technician","divorced",NA,"unknown","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,999,0,"yes",-33,4626
36,"admin.","married","high.school","no","yes","no","cellular","jul","tue",2,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,999,0,"no",NA,4627
NA,"technician","married","high.school","unknown","no","no","cellular","aug","wed",1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,999,0,"no",NA,4628
38,"technician","divorced","high.school","unknown","no","no","cellular","aug",NA,9,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,999,0,"no",NA,4629
NA,"technician","married","professional.course","no","yes","yes","telephone","oct","mon",1,999,0,"nonexistent",-0.1,93.798,-40.4,5,5195.8,999,0,"no",NA,4630
52,"blue-collar","married",NA,"no","no","no","cellular","apr","tue",2,999,0,"nonexistent",-1.8,93.075,-47.1,1.384,5099.1,999,0,"no",NA,4631
49,"blue-collar","divorced",NA,"no","yes","no","cellular","nov","wed",1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,999,0,"no",NA,4632
32,"blue-collar","single","professional.course","no","no","no","cellular","may","tue",6,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,999,3,"no",NA,4633
34,"unemployed","married","university.degree","no","yes","no","cellular","nov","thu",3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,999,0,"no",NA,4634
NA,"retired","divorced",NA,"no","no","no","cellular","aug","wed",4,999,0,"nonexistent",-2.9,92.201,-31.4,0.834,5076.2,999,0,"no",NA,4635
35,"management","married","university.degree","no","no","no","telephone","aug","fri",1,999,0,"nonexistent",-1.7,94.027,-38.3,0.898,4991.6,999,0,"no",NA,4636
30,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","fri",2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,999,0,"no",NA,4637
45,"admin.","married","high.school","no","no","yes","telephone","may","fri",3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,999,0,"no",NA,4638
NA,"blue-collar","married","basic.4y","no","yes","no","cellular","jul","thu",11,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,999,0,"no",NA,4639
31,"admin.","single","high.school","no","yes","no","cellular","may","wed",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"yes",118,4640
NA,"admin.","single","university.degree","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,999,0,"no",NA,4641
NA,"technician","single","professional.course","no","yes","no","cellular","aug","thu",4,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,999,0,"no",NA,4642
36,"admin.","married",NA,"no","no","no","cellular","may","wed",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,999,0,"no",NA,4643
26,"technician","married",NA,"no","yes","no","cellular","jul","wed",1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,999,0,"no",NA,4644
28,"admin.","single",NA,"no","yes","no","telephone","jul","thu",1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,999,0,"no",NA,4645
